lon,lat,TW67_X,TW67_Y,電力座標
23.584624,120.602606,208611.0,2609285.0,K4818CC1815
23.584473,120.602441,208594.0,2609268.0,K4818BC9648
23.585369,120.602342,208584.0,2609367.0,K4818BD8647
23.585022,120.602395,208589.0,2609329.0,K4818BD8299
23.584762,120.602334,208583.0,2609300.0,K4818BD8030
23.585175,120.602254,208575.0,2609346.0,K4818BD7456
23.585233,120.602185,208568.0,2609352.0,K4818BD6582
23.585125,120.601948,208544.0,2609340.0,K4818BD4440
23.584771,120.601858,208534.0,2609301.0,K4818BD3041
23.585709,120.601817,208530.0,2609405.0,K4818BE3005
23.585225,120.601533,208501.0,2609351.0,K4818BD0511
23.585431,120.601382,208486.0,2609374.0,K4818AD8764
23.584991,120.601268,208474.0,2609326.0,K4818AD7246
23.58394,120.603197,208671.0,2609209.0,K4818CC7019
23.584667,120.600578,208404.0,2609290.0,K4818AC0940
23.584726,120.600191,208364.0,2609297.0,K4718HC6947
23.584641,120.599897,208334.0,2609287.0,K4718HC3847
23.584792,120.599571,208301.0,2609304.0,K4718HD0014
23.584888,120.599309,208274.0,2609315.0,K4718GD7145
23.585021,120.598888,208231.0,2609330.0,K4718GD3310
23.585175,120.598543,208196.0,2609347.0,K4718FD9467
23.585932,120.597291,208068.0,2609431.0,K4718EE6381
23.586136,120.596218,207959.0,2609454.0,K4718DE5594
23.586547,120.595428,207878.0,2609500.0,K4719CA7080
23.586708,120.594999,207835.0,2609518.0,K4719CA3158
23.586945,120.594588,207793.0,2609544.0,K4719BA9434
23.587226,120.594226,207756.0,2609575.0,K4719BA5765
23.587524,120.593879,207721.0,2609608.0,K4719BB2018
23.587875,120.593507,207683.0,2609647.0,K4719AB8437
23.588215,120.593295,207661.0,2609685.0,K4719AB6815
23.589465,120.596107,207949.0,2609823.0,K4719DD4293
23.588953,120.599278,208272.0,2609765.0,K4719GC7625
23.588895,120.599582,208303.0,2609758.0,K4719HC0538
23.588729,120.599747,208320.0,2609740.0,K4719HC2400
23.588729,120.599747,208320.0,2609740.0,K4719HC2400
23.588889,120.600796,208427.0,2609757.0,K4819AC2577
23.589001,120.600123,208358.0,2609770.0,K4719HC5780
23.588921,120.599953,208341.0,2609761.0,K4719HC4611
23.590042,120.59059,207386.0,2609888.0,K4619FD8868
23.589968,120.591139,207442.0,2609880.0,K4619GD4820
23.59219,120.597958,208138.0,2610124.0,K4720FB3284
23.592254,120.598359,208179.0,2610131.0,K4720FB7391
23.593626,120.598925,208238.0,2610283.0,K4720GC3883
23.594573,120.598571,208202.0,2610388.0,K4720GD0828
23.593155,120.592335,207565.0,2610232.0,K4620HC6352
23.595138,120.598575,208202.0,2610450.0,K4720GE0520
23.595131,120.598441,208189.0,2610449.0,K4720FE8499
23.589356,120.590789,207406.0,2609812.0,K4619GD0162
23.588891,120.59098,207425.0,2609760.0,K4619GC2650
23.588511,120.591175,207445.0,2609718.0,K4619GC4158
23.588251,120.591248,207452.0,2609690.0,K4619GB5920
23.586945,120.59097,207424.0,2609545.0,K4619GA2445
23.587272,120.591026,207429.0,2609581.0,K4619GA2891
23.588023,120.590911,207418.0,2609664.0,K4619GB1684
23.588254,120.590552,207381.0,2609690.0,K4619FB8910
23.58819,120.59044,207370.0,2609683.0,K4619FB7803
23.588126,120.590216,207347.0,2609676.0,K4619FB4776
23.592883,120.598781,208223.0,2610200.0,K4720GC2030
23.592744,120.598959,208241.0,2610185.0,K4720GB4815
23.592549,120.599045,208250.0,2610163.0,K4720GB5603
23.592304,120.599081,208253.0,2610136.0,K4720GB5336
23.591859,120.599127,208258.0,2610087.0,K4720GA5887
23.591537,120.599522,208298.0,2610051.0,K4720GA9581
23.594071,120.596729,208014.0,2610332.0,K4720ED1342
23.594374,120.596542,207995.0,2610366.0,K4720DD9656
23.594439,120.5965,207990.0,2610373.0,K4720DD9703
23.596232,120.586047,206924.0,2610575.0,K4621BA2745
23.596458,120.585712,206890.0,2610600.0,K4621AB9000
23.596008,120.5864,206960.0,2610550.0,K4621BA6500
23.596099,120.586693,206990.0,2610560.0,K4621BA9600
23.59608,120.586548,206975.0,2610558.0,K4621BA7558
23.597354,120.586162,206936.0,2610699.0,K4621BB3969
23.593858,120.586778,206998.0,2610312.0,K4620BD9182
23.594001,120.586045,206923.0,2610328.0,K4620BD2238
23.594335,120.585932,206912.0,2610365.0,K4620BD1625
23.59402,120.585068,206823.0,2610330.0,K4620AD2330
23.594704,120.584371,206753.0,2610406.0,K4520HE5036
23.594671,120.584298,206745.0,2610403.0,K4520HE4053
23.59432,120.584875,206804.0,2610364.0,K4620AD0644
23.59443,120.584823,206799.0,2610376.0,K4520HD9796
23.584987,120.60172,208520.0,2609325.0,K4818BD2205
23.585596,120.602354,208585.0,2609392.0,K4818BD8952
23.586081,120.596591,207997.0,2609448.0,K4718DE9478
23.586568,120.604286,208783.0,2609499.0,K4818DE8939
23.5978,120.588288,207153.0,2610748.0,K4621DC5438
23.584219,120.602288,208578.0,2609240.0,K4818BC7480
23.525767,120.602281,208559.0,2602767.0,K4805BC5697
23.585494,120.603749,208727.0,2609381.0,K4818DD2871
23.585575,120.604057,208759.0,2609390.0,K4818DD5990
23.58569,120.604315,208785.0,2609402.0,K4818DE8052
23.586197,120.603574,208710.0,2609459.0,K4818DE1509
23.585597,120.603296,208681.0,2609392.0,K4818CD8912
23.597297,120.586679,206989.0,2610693.0,K4621BB8993
23.29731,120.586465,206872.0,2577472.0,N4654AE7722
23.598919,120.587211,207044.0,2610872.0,K4621CD4742
23.594351,120.598382,208182.0,2610363.0,K4720FD8623
23.593371,120.601581,208509.0,2610254.0,K4820BC0594
23.595819,120.598399,208185.0,2610526.0,K4721FA8256
23.594912,120.597508,208093.0,2610425.0,K4720EE9235
23.595227,120.597378,208080.0,2610460.0,K4720EE8600
23.594379,120.598951,208240.0,2610366.0,K4720GD4606
23.598031,120.613272,209703.0,2610766.0,K4921FC0636
23.594767,120.58467,206783.0,2610413.0,K4520HE8133
23.59396,120.585139,206831.0,2610324.0,K4620AD3214
23.593843,120.585681,206886.0,2610310.0,K4620AD8160
23.602262,120.579323,206240.0,2611245.0,K4522CC4405
23.589811,120.590038,207329.0,2609863.0,K4619FD2693
23.590648,120.589769,207302.0,2609955.0,K4619FE0525
23.590047,120.590605,207387.0,2609889.0,K4619FD8879
23.590285,120.590367,207363.0,2609915.0,K4619FE6135
23.586315,120.595774,207914.0,2609474.0,K4718DE1744
23.593347,120.592418,207573.0,2610254.0,K4620HC7534
23.597357,120.588364,207161.0,2610699.0,K4621DB6919
23.604278,120.573386,205635.0,2611470.0,K4422EE3750
23.603963,120.573222,205618.0,2611435.0,K4422EE1385
23.603816,120.57311,205606.0,2611419.0,K4422EE0169
23.603858,120.573372,205633.0,2611423.0,K4422EE3233
23.60396,120.573739,205671.0,2611434.0,K4422EE7314
23.601354,120.570532,205342.0,2611147.0,K4422BB4427
23.601669,120.570199,205308.0,2611182.0,K4422BB0882
23.601685,120.570068,205295.0,2611184.0,K4422AB9854
23.601766,120.569575,205245.0,2611193.0,K4422AB4953
23.598959,120.575612,205860.0,2610880.0,K4421GD6800
23.598999,120.575776,205877.0,2610884.0,K4421GD7874
23.598766,120.574942,205792.0,2610859.0,K4421FD9529
23.599144,120.574779,205775.0,2610901.0,K4421FE7051
23.597786,120.572202,205512.0,2610751.0,K4421DC1521
23.5929,120.573936,205687.0,2610210.0,K4420EC8170
23.589096,120.567516,205030.0,2609790.0,K4319GC3900
23.588935,120.567362,205015.0,2609772.0,K4319GC1752
23.588722,120.566947,204972.0,2609749.0,K4319FC7429
23.589766,120.567837,205063.0,2609864.0,K4319GD6634
23.590077,120.568069,205087.0,2609899.0,K4319GD8979
23.590317,120.568169,205098.0,2609925.0,K4319GE9285
23.59586,120.575376,205835.0,2610537.0,K4421GA3357
23.59586,120.575376,205835.0,2610537.0,K4421GA3357
23.595563,120.575677,205866.0,2610504.0,K4421GA6064
23.595563,120.575677,205866.0,2610504.0,K4421GA6064
23.595396,120.575961,205894.0,2610485.0,K4420GE9845
23.595396,120.575961,205894.0,2610485.0,K4420GE9845
23.596283,120.575815,205880.0,2610584.0,K4421GA8804
23.595391,120.576456,205945.0,2610485.0,K4420HE4855
23.595305,120.576533,205953.0,2610475.0,K4420HE5735
23.595075,120.576663,205966.0,2610450.0,K4420HE6560
23.594323,120.57699,205999.0,2610366.0,K4420HD9696
23.594151,120.577134,206014.0,2610347.0,K4520AD1447
23.594458,120.576689,205968.0,2610381.0,K4420HD6881
23.594508,120.576469,205946.0,2610387.0,K4420HD4867
23.595296,120.576285,205927.0,2610474.0,K4420HE2774
23.59528,120.575828,205881.0,2610473.0,K4420GE8713
23.596196,120.578922,206197.0,2610573.0,K4521BA9773
23.596207,120.579218,206227.0,2610574.0,K4521CA2774
23.596085,120.578929,206198.0,2610561.0,K4521BA9681
23.594515,120.578151,206118.0,2610387.0,K4520BD1887
23.594625,120.584223,206737.0,2610397.0,K4520HD3977
23.594731,120.583898,206704.0,2610409.0,K4520HE0049
23.594848,120.583508,206665.0,2610422.0,K4520GE6252
23.594917,120.583146,206628.0,2610430.0,K4520GE2380
23.59486,120.582929,206605.0,2610424.0,K4520GE0254
23.594894,120.582449,206556.0,2610428.0,K4520FE5268
23.594915,120.582076,206518.0,2610430.0,K4520FE1380
23.594725,120.581584,206468.0,2610409.0,K4520EE6089
23.593682,120.5839,206704.0,2610293.0,K4520HC0943
23.591569,120.588648,207188.0,2610058.0,K4620DA8588
23.590755,120.589963,207322.0,2609967.0,K4619FE2627
23.591289,120.588595,207183.0,2610027.0,K4620DA8237
23.591018,120.58873,207196.0,2609997.0,K4619DE9967
23.590651,120.588964,207220.0,2609956.0,K4619EE2506
23.594964,120.578406,206144.0,2610437.0,K4520BE4347
23.595279,120.578637,206168.0,2610472.0,K4520BE6782
23.595164,120.577884,206091.0,2610459.0,K4520AE9519
23.595164,120.577884,206091.0,2610459.0,K4520AE9519
23.596047,120.562382,204509.0,2610562.0,K4321BA0692
23.596542,120.564304,204705.0,2610616.0,K4321DB0156
23.596565,120.564543,204730.0,2610618.0,K4321DB3108
23.596141,120.564523,204727.0,2610571.0,K4321DA2771
23.595707,120.564699,204745.0,2610523.0,K4321DA4253
23.595734,120.565069,204783.0,2610526.0,K4321DA8236
23.595477,120.565441,204821.0,2610498.0,K4320EE2918
23.595267,120.565465,204823.0,2610474.0,K4320EE2734
23.594905,120.565454,204822.0,2610434.0,K4320EE2324
23.594711,120.565541,204831.0,2610413.0,K4320EE3113
23.595321,120.564923,204768.0,2610480.0,K4320DE6880
23.595133,120.564608,204736.0,2610460.0,K4320DE3660
23.594597,120.564477,204722.0,2610400.0,K4320DE2020
23.59451,120.564261,204700.0,2610391.0,K4320DD0901
23.59436,120.564417,204716.0,2610374.0,K4320DD1764
23.594224,120.56422,204696.0,2610359.0,K4320CD9569
23.593765,120.564381,204712.0,2610308.0,K4320DD1028
23.593654,120.56465,204739.0,2610296.0,K4320DC3996
23.593806,120.56476,204751.0,2610313.0,K4320DD5113
23.593479,120.563941,204667.0,2610277.0,K4320CC6777
23.593184,120.564272,204701.0,2610244.0,K4320DC0414
23.593128,120.563406,204612.0,2610238.0,K4320CC1328
23.592926,120.562915,204562.0,2610216.0,K4320BC6126
23.592886,120.562647,204535.0,2610211.0,K4320BC3151
23.592855,120.56228,204497.0,2610208.0,K4320AC9078
23.593084,120.562155,204485.0,2610234.0,K4320AC8354
23.593229,120.562103,204479.0,2610250.0,K4320AC7590
23.593979,120.562025,204472.0,2610333.0,K4320AD7323
23.594428,120.562073,204477.0,2610382.0,K4320AD7872
23.594596,120.561986,204468.0,2610401.0,K4320AE6081
23.595025,120.562169,204487.0,2610448.0,K4320AE8478
23.595353,120.562107,204481.0,2610485.0,K4320AE8815
23.594517,120.561806,204450.0,2610392.0,K4320AD5902
23.594479,120.561527,204421.0,2610388.0,K4320AD2818
23.592674,120.56201,204470.0,2610188.0,K4320AB7808
23.592324,120.56164,204432.0,2610150.0,K4320AB3520
23.591588,120.561619,204429.0,2610068.0,K4320AA2698
23.591317,120.56172,204440.0,2610038.0,K4320AA4308
23.591196,120.561194,204386.0,2610025.0,K4220HA8265
23.591268,120.560749,204341.0,2610033.0,K4220HA4313
23.59127,120.560517,204317.0,2610033.0,K4220HA1373
23.591232,120.56104,204370.0,2610029.0,K4220HA7209
23.59154,120.560786,204344.0,2610063.0,K4220HA4643
23.591685,120.560624,204328.0,2610079.0,K4220HA2789
23.592011,120.559317,204195.0,2610116.0,K4220FB9156
23.5905,120.561513,204418.0,2609948.0,K4319AE1488
23.589883,120.561393,204406.0,2609879.0,K4319AD0769
23.589541,120.561113,204377.0,2609842.0,K4219HD7472
23.588679,120.566489,204925.0,2609744.0,K4319FC2454
23.589512,120.567697,205049.0,2609836.0,K4319GD4396
23.589513,120.567934,205073.0,2609836.0,K4319GD7336
23.589996,120.573377,205629.0,2609888.0,K4419ED2898
23.589953,120.573684,205660.0,2609883.0,K4419ED6803
23.58726,120.573546,205645.0,2609585.0,K4419EA4855
23.587302,120.573914,205683.0,2609590.0,K4419EA8930
23.586971,120.574213,205713.0,2609553.0,K4419FA1533
23.592021,120.573425,205635.0,2610112.0,K4420EB3152
23.594151,120.577474,206048.0,2610347.0,K4520AD4487
23.594381,120.577553,206057.0,2610372.0,K4520AD5772
23.59531,120.578093,206112.0,2610475.0,K4520BE1725
23.595565,120.578933,206198.0,2610503.0,K4521BA9083
23.593224,120.583034,206616.0,2610243.0,K4520GC1463
23.593517,120.584126,206727.0,2610275.0,K4520HC2775
23.593517,120.584126,206727.0,2610275.0,K4520HC2775
23.590851,120.587068,207027.0,2609979.0,K4619CE2779
23.591029,120.58678,206997.0,2609998.0,K4619BE9978
23.591208,120.586622,206981.0,2610018.0,K4620BA8118
23.591208,120.586363,206955.0,2610018.0,K4620BA5158
23.591337,120.586011,206919.0,2610033.0,K4620BA1393
23.591474,120.585685,206886.0,2610048.0,K4620AA8468
23.591481,120.585633,206880.0,2610049.0,K4620AA8409
23.603302,120.572567,205551.0,2611362.0,K4422DD5612
23.603211,120.572269,205520.0,2611352.0,K4422DD2502
23.60124,120.570686,205358.0,2611134.0,K4422BB5384
23.601848,120.569188,205205.0,2611202.0,K4422AC0052
23.59448,120.56157,204425.0,2610388.0,K4320AD2858
23.604287,120.573691,205666.0,2611471.0,K4422EE6761
23.594813,120.581513,206461.0,2610419.0,K4520EE6119
23.591189,120.586417,206960.0,2610016.0,K4620BA6106
23.595173,120.575684,205866.0,2610461.0,K4420GE6661
23.594812,120.576888,205989.0,2610420.0,K4420HE8290
23.595372,120.276887,175371.0,2610605.0,K0621FB7015
23.591442,120.567971,205078.0,2610050.0,K4320GA7580
23.591587,120.568171,205098.0,2610066.0,K4320GA9686
23.592859,120.573505,205643.0,2610205.0,K4420EC4035
23.592456,120.573438,205636.0,2610161.0,K4420EB3661
23.616122,120.582137,206531.0,2612779.0,K4525FC3719
23.615879,120.582331,206551.0,2612752.0,K4525FC5512
23.61569,120.58259,206578.0,2612731.0,K4525FC7381
23.615442,120.582472,206565.0,2612703.0,K4525FC6053
23.615506,120.582952,206614.0,2612710.0,K4525GC1140
23.615391,120.583373,206657.0,2612697.0,K4525GB5977
23.615213,120.583816,206703.0,2612678.0,K4525HB0738
23.61506,120.584204,206742.0,2612661.0,K4525HB4621
23.614856,120.58437,206759.0,2612638.0,K4525HB5398
23.614624,120.584598,206782.0,2612612.0,K4525HB8122
23.614288,120.584908,206814.0,2612575.0,K4625AA1745
23.614098,120.585266,206850.0,2612554.0,K4625AA5504
23.613993,120.58568,206892.0,2612542.0,K4625AA9422
23.613807,120.586099,206935.0,2612521.0,K4625BA3251
23.613577,120.586431,206969.0,2612496.0,K4624BE6996
23.613326,120.587049,207032.0,2612468.0,K4624CE3628
23.611811,120.59295,207634.0,2612298.0,K4724AC3948
23.611913,120.593036,207642.0,2612309.0,K4724AD4029
23.611679,120.593283,207667.0,2612283.0,K4724AC6873
23.611522,120.593479,207687.0,2612266.0,K4724AC8676
23.611533,120.593884,207729.0,2612267.0,K4724BC2697
23.610838,120.594388,207780.0,2612190.0,K4724BB8900
23.610959,120.594483,207790.0,2612203.0,K4724BC9003
23.610707,120.594882,207830.0,2612175.0,K4724CB3705
23.610598,120.595145,207857.0,2612163.0,K4724CB5673
23.61053,120.595642,207908.0,2612156.0,K4724DB0586
23.610564,120.595981,207942.0,2612159.0,K4724DB4529
23.610536,120.596239,207969.0,2612156.0,K4724DB6596
23.610566,120.596335,207979.0,2612159.0,K4724DB7599
23.610578,120.597434,208091.0,2612160.0,K4724EB9610
23.611055,120.598555,208205.0,2612213.0,K4724GC0153
23.61135,120.59876,208226.0,2612245.0,K4724GC2465
23.611935,120.599037,208255.0,2612310.0,K4724GD5150
23.612257,120.599433,208295.0,2612346.0,K4724GD9456
23.612473,120.599751,208328.0,2612370.0,K4724HD2780
23.612722,120.600092,208363.0,2612397.0,K4724HD6937
23.613421,120.602575,208616.0,2612474.0,K4824CE1764
23.613303,120.602972,208657.0,2612461.0,K4824CE5671
23.613264,120.603258,208686.0,2612456.0,K4824CE8566
23.613329,120.603505,208711.0,2612463.0,K4824DE1613
23.613204,120.604006,208762.0,2612449.0,K4824DE6429
23.613111,120.604388,208801.0,2612439.0,K4824EE0319
23.61302,120.604688,208832.0,2612429.0,K4824EE3229
23.613177,120.605401,208905.0,2612446.0,K4824FE0456
23.613336,120.605429,208907.0,2612463.0,K4824FE0673
23.613505,120.605473,208912.0,2612482.0,K4824FE1822
23.612882,120.605612,208926.0,2612413.0,K4824FE2163
23.613191,120.605977,208963.0,2612447.0,K4824FE6437
23.61303,120.605801,208945.0,2612429.0,K4824FE4259
23.613241,120.605752,208940.0,2612453.0,K4824FE4503
23.612608,120.605569,208921.0,2612383.0,K4824FD2813
23.612918,120.605973,208963.0,2612417.0,K4824FE6137
23.612834,120.606119,208978.0,2612408.0,K4824FE7088
23.612912,120.606267,208993.0,2612416.0,K4824FE9136
23.612505,120.605882,208953.0,2612371.0,K4824FD5731
23.612377,120.606182,208984.0,2612357.0,K4824FD8547
23.612603,120.606468,209013.0,2612382.0,K4824GD1832
23.612666,120.606615,209028.0,2612389.0,K4824GD2889
23.612581,120.606706,209037.0,2612380.0,K4824GD3870
23.611852,120.608332,209203.0,2612298.0,K4924AC0938
23.611982,120.608445,209215.0,2612313.0,K4924AD1153
23.612347,120.608795,209251.0,2612353.0,K4924AD5513
23.612479,120.608825,209254.0,2612368.0,K4924AD5648
23.612738,120.608704,209241.0,2612396.0,K4924AD4916
23.613001,120.608752,209246.0,2612425.0,K4924AE4265
23.613088,120.608377,209208.0,2612435.0,K4924AE0385
23.612149,120.609039,209275.0,2612331.0,K4924AD7351
23.61235,120.609173,209289.0,2612353.0,K4924AD8593
23.612415,120.609139,209286.0,2612360.0,K4924AD8660
23.612585,120.609374,209310.0,2612379.0,K4924BD1709
23.612614,120.609492,209322.0,2612382.0,K4924BD2822
23.612811,120.609636,209337.0,2612404.0,K4924BE3074
23.611526,120.608554,209226.0,2612262.0,K4924AC2662
23.611554,120.609306,209303.0,2612265.0,K4924BC0635
23.611694,120.609213,209293.0,2612281.0,K4924AC9831
23.611646,120.609694,209342.0,2612275.0,K4924BC4725
23.611697,120.609834,209356.0,2612281.0,K4924BC5861
23.611554,120.60994,209367.0,2612265.0,K4924BC6675
23.61126,120.609798,209353.0,2612232.0,K4924BC5332
23.611843,120.610142,209388.0,2612297.0,K4924BC8987
23.611837,120.61054,209429.0,2612296.0,K4924CC2996
23.612019,120.608001,209169.0,2612317.0,K4824HD6197
23.611623,120.608182,209188.0,2612273.0,K4824HC8783
23.611415,120.608395,209209.0,2612250.0,K4924AC0590
23.611149,120.608515,209222.0,2612220.0,K4924AC2220
23.610852,120.608654,209236.0,2612187.0,K4924AB3867
23.610416,120.609285,209300.0,2612139.0,K4924BB0309
23.609875,120.609394,209311.0,2612079.0,K4924BA1719
23.61003,120.608752,209246.0,2612096.0,K4924AA4966
23.609026,120.609189,209290.0,2611985.0,K4923AE9805
23.608637,120.609346,209306.0,2611942.0,K4923BE0462
23.608389,120.60945,209316.0,2611915.0,K4923BE1165
